functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,PBE band gap,μ,μĀ,μ𝐵 ̅,t
MnRuO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,Ru,4,Ru,0.00,0.00,-3.58,0.00,711.10,0.00,-0.60,0.00,2.20,0.00,2.61,0.00,101.00,0.00,0.44,0.00,0.00,0.931
MnSeO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,Se,4,Se,0.00,0.00,-6.51,0.00,940.90,0.00,-0.52,0.00,2.55,0.00,1.29,0.00,195.00,0.00,0.36,0.00,0.00,0.990
MnSiO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,Si,4,Si,0.00,0.00,-4.08,0.00,786.50,0.00,-0.46,0.00,1.90,0.00,1.42,0.00,133.60,1.85,0.29,0.00,0.00,1.045
MnSnO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,Sn,4,Sn,0.00,0.00,-3.69,0.00,708.60,0.00,-0.54,0.00,1.96,0.00,1.88,0.00,107.30,0.48,0.49,0.00,0.00,0.900
MnSrVAlO6,Mn,2,Sr,2,0.46,-3.99,83.95,633.45,0.11,-1.17,0.30,1.25,0.49,2.72,27.51,-22.49,V,5,Al,0.88,0.88,-3.59,36.35,613.95,1.96,-2.40,0.01,1.62,0.38,2.05,3.35,47.35,1.02,0.38,0.06,0.00,1.004
MnTcO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,Tc,4,Tc,0.00,0.00,-3.94,0.00,702.40,0.00,-0.87,0.00,1.90,0.00,2.65,0.00,53.00,0.00,0.46,0.00,0.00,0.920
MnTlAuTiO6,Mn,3,Tl,1,1.04,-3.41,64.05,653.35,0.25,-0.81,0.04,1.59,0.01,2.23,40.44,-9.56,Au,5,Ti,0.70,0.70,-5.06,116.05,774.05,1.73,-2.50,0.50,2.04,0.04,2.62,107.60,115.20,0.00,0.44,0.24,0.04,0.969
MnTlReAuO6,Mn,4,Tl,1,1.04,-3.41,64.05,653.35,0.25,-0.81,0.04,1.59,0.01,2.23,40.44,-9.56,Re,4,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.53,0.27,0.08,0.900
MnVO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,V,4,V,0.00,0.00,-4.47,0.00,650.30,0.00,-4.36,0.00,1.63,0.00,2.43,0.00,50.70,0.00,0.41,0.00,0.00,0.950
MnWO3,Mn,2,Mn,2,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,W,4,W,0.00,0.00,-4.51,0.00,770.00,0.00,-4.41,0.00,2.36,0.00,2.74,0.00,78.60,0.00,0.47,0.00,0.00,0.913
MoAlO3,Mo,3,Mo,3,0.00,-4.23,0.00,684.90,0.00,-4.08,0.00,2.16,0.00,2.72,0.00,72.00,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.00,0.38,0.00,0.00,1.016
MoBaAl2O6,Mo,4,Ba,2,0.50,-3.73,91.00,593.90,1.03,-3.05,0.64,1.53,0.34,3.06,29.03,42.98,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.00,0.38,0.11,0.00,1.043
MoMgFe2O6,Mo,4,Mg,2,0.24,-4.47,26.40,711.30,1.38,-2.70,0.43,1.74,0.35,2.38,56.00,16.00,Fe,3,Fe,0.00,0.00,-4.43,0.00,759.30,0.00,-0.94,0.00,1.83,0.00,2.11,0.00,15.70,0.00,0.46,0.03,0.00,0.918
MoPbCo2O6,Mo,4,Pb,2,0.37,-3.87,15.30,700.20,1.72,-2.36,0.08,2.25,0.32,2.41,18.45,53.55,Co,3,Co,0.00,0.00,-4.44,0.00,758.40,0.00,-0.84,0.00,1.88,0.00,2.02,0.00,63.80,0.00,0.44,0.07,0.00,0.983
Na2TaNbO6,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,Ta,5,Nb,0.48,0.48,-4.13,48.75,712.55,0.48,-4.03,0.05,1.55,0.02,2.78,27.60,58.60,1.83,0.46,0.00,0.00,0.967
NaAsO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,As,5,As,0.00,0.00,-5.19,0.00,946.50,0.00,-0.53,0.00,2.18,0.00,1.42,0.00,78.00,0.00,0.33,0.00,0.00,1.061
NaBiO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,Bi,5,Bi,0.00,0.00,-4.57,0.00,703.30,0.00,-0.69,0.00,2.02,0.00,2.00,0.00,91.30,0.00,0.54,0.00,0.00,0.913
NaEuTi2O6,Na,1,Eu,3,0.01,-2.74,25.65,521.45,0.41,-1.15,0.13,1.07,0.65,3.30,20.85,32.05,Ti,4,Ti,0.00,0.00,-4.37,0.00,658.00,0.00,-4.23,0.00,1.54,0.00,2.58,0.00,7.60,0.00,0.43,0.03,0.00,0.967
NaGdMgWO6,Na,1,Gd,3,0.29,-2.46,48.30,544.10,0.40,-1.13,0.13,1.07,0.63,3.28,19.84,33.06,Mg,2,W,0.10,0.10,-4.61,16.15,753.85,1.54,-2.87,0.52,1.84,0.35,2.38,59.30,19.30,1.17,0.47,0.04,0.04,0.938
NaIO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,I,5,I,0.00,0.00,-7.08,0.00,1008.40,0.00,-0.56,0.00,2.66,0.00,1.59,0.00,295.20,0.04,0.68,0.00,0.00,0.840
NaIrO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,Ir,5,Ir,0.00,0.00,-5.66,0.00,878.00,0.00,-0.96,0.00,2.20,0.00,2.63,0.00,151.00,0.00,0.41,0.00,0.00,1.001
NaLaMnWO6,Na,1,La,3,0.07,-2.82,21.15,516.95,1.07,-1.81,0.09,1.02,0.22,2.87,1.45,51.45,Mn,3,W,0.03,0.03,-4.48,26.30,743.70,1.67,-2.73,0.40,1.96,0.26,2.48,64.30,14.30,0.00,0.45,0.01,0.01,0.977
NaNbO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,Nb,5,Nb,0.00,0.00,-4.62,0.00,663.80,0.00,-4.51,0.00,1.60,0.00,2.76,0.00,86.20,1.53,0.46,0.00,0.00,0.967
NaNdCoWO6,Na,1,Nd,3,0.12,-2.86,16.95,512.75,1.07,-1.81,0.10,1.04,0.67,3.32,21.75,31.15,Co,3,W,0.04,0.04,-4.47,5.80,764.20,1.78,-2.62,0.24,2.12,0.36,2.38,7.40,71.20,0.03,0.44,0.02,0.00,0.968
NaNdMgWO6,Na,1,Nd,3,0.12,-2.86,16.95,512.75,1.07,-1.81,0.10,1.04,0.67,3.32,21.75,31.15,Mg,2,W,0.10,0.10,-4.61,16.15,753.85,1.54,-2.87,0.52,1.84,0.35,2.38,59.30,19.30,2.56,0.47,0.02,0.04,0.947
NaNdMnWO6,Na,1,Nd,3,0.12,-2.86,16.95,512.75,1.07,-1.81,0.10,1.04,0.67,3.32,21.75,31.15,Mn,3,W,0.03,0.03,-4.48,26.30,743.70,1.67,-2.73,0.40,1.96,0.26,2.48,64.30,14.30,0.01,0.45,0.02,0.01,0.960
NaNO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,N,5,N,0.00,0.00,-7.09,0.00,1402.30,0.00,-0.28,0.00,3.04,0.00,0.54,0.00,-7.00,0.00,0.09,0.00,0.00,1.289
NaPO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,P,5,P,0.00,0.00,-5.51,0.00,1011.70,0.00,-0.45,0.00,2.19,0.00,1.24,0.00,72.00,0.34,0.27,0.00,0.00,1.108
NaSbO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,Sb,5,Sb,0.00,0.00,-4.83,0.00,833.70,0.00,-0.56,0.00,2.05,0.00,1.77,0.00,101.00,0.38,0.43,0.00,0.00,0.986
NaSmTi2O6,Na,1,Sm,3,0.03,-2.77,23.70,519.50,0.98,-1.71,0.12,1.05,0.74,3.39,18.63,34.27,Ti,4,Ti,0.00,0.00,-4.37,0.00,658.00,0.00,-4.23,0.00,1.54,0.00,2.58,0.00,7.60,1.69,0.43,0.05,0.00,0.958
NaTaO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,Ta,5,Ta,0.00,0.00,-3.65,0.00,761.30,0.00,-3.55,0.00,1.50,0.00,2.79,0.00,31.00,2.26,0.46,0.00,0.00,0.967
NaTbMnWO6,Na,1,Tb,3,0.13,-2.62,34.30,530.10,0.82,-1.55,0.09,1.02,0.62,3.27,20.12,32.79,Mn,2,W,0.03,0.03,-4.48,26.30,743.70,1.67,-2.73,0.40,1.96,0.26,2.48,64.30,14.30,0.05,0.51,0.04,0.08,0.912
NaVO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,V,5,V,0.00,0.00,-4.47,0.00,650.30,0.00,-4.36,0.00,1.63,0.00,2.43,0.00,50.70,0.00,0.39,0.00,0.00,1.017
NaWO3,Na,1,Na,1,0.00,-2.75,0.00,495.80,0.00,-0.73,0.00,0.93,0.00,2.65,0.00,52.90,W,5,W,0.00,0.00,-4.51,0.00,770.00,0.00,-4.41,0.00,2.36,0.00,2.74,0.00,78.60,0.28,0.44,0.00,0.00,0.977
NbBaAl2O6,Nb,4,Ba,2,0.69,-3.93,80.45,583.35,1.24,-3.27,0.36,1.25,0.32,3.08,36.13,50.08,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.00,0.38,0.18,0.00,1.010
NbBaCoInO6,Nb,3,Ba,2,0.69,-3.93,80.45,583.35,1.24,-3.27,0.36,1.25,0.32,3.08,36.13,50.08,Co,4,In,0.96,0.96,-3.48,100.05,658.35,0.17,-0.67,0.05,1.83,0.01,2.04,13.38,50.42,0.00,0.48,0.06,0.10,1.002
NbBaCrInO6,Nb,3,Ba,2,0.69,-3.93,80.45,583.35,1.24,-3.27,0.36,1.25,0.32,3.08,36.13,50.08,Cr,4,In,0.95,0.95,-3.47,47.25,605.55,1.93,-2.42,0.06,1.72,0.20,2.25,13.63,50.67,0.00,0.48,0.06,0.09,0.997
NbBaFeInO6,Nb,3,Ba,2,0.69,-3.93,80.45,583.35,1.24,-3.27,0.36,1.25,0.32,3.08,36.13,50.08,Fe,4,In,0.96,0.96,-3.48,100.50,658.80,0.23,-0.72,0.03,1.81,0.03,2.08,10.67,26.37,0.01,0.49,0.06,0.08,0.988
NbBaNiInO6,Nb,3,Ba,2,0.69,-3.93,80.45,583.35,1.24,-3.27,0.36,1.25,0.32,3.08,36.13,50.08,Ni,4,In,0.97,0.97,-3.49,89.20,647.50,0.13,-0.62,0.06,1.85,0.07,2.12,37.48,74.52,0.00,0.46,0.06,0.11,1.014
NbCsWInO6,Nb,3,Cs,1,1.25,-3.36,144.05,519.75,1.89,-2.62,0.41,1.20,0.77,3.53,20.35,65.85,W,5,In,1.00,1.00,-3.51,105.85,664.15,1.96,-2.45,0.29,2.07,0.34,2.39,20.78,57.82,0.00,0.51,0.16,0.06,1.025
NbLuGa2O6,Nb,3,Lu,3,1.40,-3.22,70.15,593.65,1.41,-3.10,0.17,1.44,0.31,3.07,31.58,54.62,Ga,3,Ga,0.00,0.00,-2.58,0.00,578.80,0.00,-0.49,0.00,1.81,0.00,1.70,0.00,30.00,0.01,0.44,0.08,0.00,0.953
NbMgMn2O6,Nb,4,Mg,2,0.04,-4.66,36.95,700.75,1.59,-2.92,0.15,1.46,0.37,2.39,63.10,23.10,Mn,3,Mn,0.00,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,0.00,0.46,0.03,0.00,0.887
NbMgNi2O6,Nb,4,Mg,2,0.04,-4.66,36.95,700.75,1.59,-2.92,0.15,1.46,0.37,2.39,63.10,23.10,Ni,3,Ni,0.00,0.00,-4.46,0.00,736.70,0.00,-0.75,0.00,1.91,0.00,2.18,0.00,112.00,0.00,0.43,0.03,0.00,0.907
Nd2AlBO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Al,3,B,0.45,0.45,-3.16,111.50,689.10,0.07,-0.37,0.21,1.83,0.44,1.24,8.65,35.35,3.03,0.29,0.00,0.09,1.070
Nd2AsErO6,Nd,2,Nd,2,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,As,5,Er,1.52,1.52,-3.67,178.95,767.55,0.81,-1.34,0.47,1.71,1.11,2.52,23.95,54.05,0.00,0.48,0.00,0.15,0.998
Nd2AsHoO6,Nd,2,Nd,2,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,As,5,Ho,1.47,1.47,-3.73,182.85,763.65,0.86,-1.39,0.48,1.71,1.12,2.53,22.70,55.31,0.02,0.49,0.00,0.16,0.996
Nd2AsTmO6,Nd,2,Nd,2,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,As,5,Tm,1.58,1.58,-3.62,175.10,771.40,0.70,-1.23,0.47,1.72,1.09,2.51,10.50,88.50,0.00,0.48,0.00,0.15,1.001
Nd2CoMnO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Co,2,Mn,0.00,0.00,-4.44,20.50,737.90,0.11,-0.95,0.16,1.71,0.10,2.12,56.90,6.90,0.00,0.46,0.00,0.08,0.946
Nd2CoPtO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Co,2,Pt,0.42,0.42,-4.86,55.00,813.40,0.07,-0.77,0.20,2.08,0.34,2.36,70.75,134.55,0.00,0.49,0.00,0.04,0.925
Nd2CoRuO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Co,2,Ru,0.43,0.43,-4.01,23.65,734.75,0.12,-0.72,0.16,2.04,0.29,2.31,18.60,82.40,0.00,0.49,0.00,0.04,0.926
Nd2CuIrO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Cu,2,Ir,0.52,0.52,-5.14,66.30,811.70,0.13,-0.82,0.15,2.05,0.29,2.33,16.25,134.75,0.03,0.48,0.00,0.04,0.928
Nd2CuMnO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Cu,2,Mn,0.08,0.08,-4.53,14.00,731.40,0.18,-0.88,0.17,1.73,0.09,2.13,84.25,34.25,0.01,0.45,0.00,0.07,0.950
Nd2CuSnO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Cu,2,Sn,0.46,0.46,-4.15,18.40,727.00,0.08,-0.62,0.03,1.93,0.08,1.96,5.60,112.90,0.12,0.51,0.00,0.01,0.914
Nd2CuTiO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Cu,2,Ti,0.12,0.12,-4.49,43.70,701.70,1.77,-2.46,0.18,1.72,0.27,2.31,55.45,63.05,0.01,0.48,0.00,0.04,0.933
Nd2DyCoO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Co,0.96,0.96,-3.47,93.10,665.30,0.70,-1.54,0.33,1.55,0.83,2.84,14.92,48.88,0.85,0.54,0.00,0.11,0.892
Nd2DyErO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Er,0.18,0.18,-2.33,8.20,580.40,0.05,-2.20,0.01,1.23,0.02,3.65,1.93,32.03,1.62,0.64,0.00,0.01,0.838
Nd2DyGaO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Ga,0.03,0.03,-2.54,3.30,575.50,0.88,-1.37,0.30,1.52,0.99,2.68,1.98,31.98,2.19,0.55,0.00,0.10,0.890
Nd2DyHoO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Ho,0.12,0.12,-2.38,4.30,576.50,0.00,-2.25,0.01,1.23,0.01,3.66,0.68,33.29,1.58,0.65,0.00,0.00,0.836
Nd2DyInO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,In,0.00,0.00,-2.51,6.95,565.25,0.88,-1.37,0.28,1.50,0.81,2.86,1.54,35.50,1.60,0.61,0.00,0.04,0.855
Nd2DyLuO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Lu,0.34,0.34,-2.16,24.35,547.85,0.27,-1.97,0.03,1.25,0.15,3.52,5.46,28.50,1.73,0.63,0.00,0.02,0.843
Nd2DyTmO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Tm,0.23,0.23,-2.27,12.05,584.25,0.16,-2.08,0.02,1.23,0.03,3.64,32.52,66.48,1.66,0.64,0.00,0.01,0.840
Nd2DyYO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Dy,3,Y,0.03,0.03,-2.53,21.70,593.90,0.09,-2.34,0.00,1.22,0.37,3.30,2.18,31.78,1.60,0.65,0.00,0.00,0.836
Nd2ErCoO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Er,3,Co,1.14,1.14,-3.29,84.90,673.50,0.65,-1.49,0.32,1.56,0.80,2.83,16.85,46.95,0.91,0.54,0.00,0.10,0.897
Nd2ErGaO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Er,3,Ga,0.21,0.21,-2.36,4.90,583.70,0.83,-1.32,0.29,1.53,0.97,2.66,0.05,30.05,2.28,0.54,0.00,0.10,0.895
Nd2ErInO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Er,3,In,0.18,0.18,-2.33,15.15,573.45,0.83,-1.32,0.27,1.51,0.79,2.84,3.47,33.57,1.70,0.60,0.00,0.03,0.859
Nd2ErLuO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Er,3,Lu,0.17,0.17,-1.98,32.55,556.05,0.22,-1.92,0.02,1.26,0.13,3.50,3.53,26.57,1.81,0.63,0.00,0.01,0.847
Nd2ErNiO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Er,3,Ni,1.15,1.15,-3.30,74.05,662.65,0.70,-1.45,0.33,1.58,0.72,2.91,40.95,71.05,0.00,0.53,0.00,0.10,0.899
Nd2ErTmO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Er,3,Tm,0.05,0.05,-2.10,3.85,592.45,0.11,-2.03,0.01,1.25,0.01,3.62,34.45,64.55,1.74,0.63,0.00,0.00,0.844
Nd2GaMnO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ga,3,Mn,0.93,0.93,-3.51,69.30,648.10,0.28,-0.78,0.13,1.68,0.26,1.96,40.00,-10.00,0.00,0.45,0.00,0.01,0.949
Nd2GdCoO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Gd,3,Co,1.13,1.13,-3.30,83.00,675.40,0.34,-1.18,0.34,1.54,0.95,2.97,25.29,38.51,0.75,0.55,0.00,0.12,0.887
Nd2GdGaO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Gd,3,Ga,0.20,0.20,-2.37,6.80,585.60,0.51,-1.01,0.31,1.51,1.11,2.80,8.39,21.61,1.38,0.56,0.00,0.11,0.885
Nd2HoCoO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ho,3,Co,1.09,1.09,-3.35,88.80,669.60,0.71,-1.55,0.32,1.56,0.82,2.84,15.59,48.21,0.88,0.54,0.00,0.10,0.895
Nd2HoErO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ho,3,Er,0.06,0.06,-2.21,3.90,584.70,0.05,-2.20,0.01,1.23,0.01,3.64,1.25,31.36,1.66,0.64,0.00,0.00,0.840
Nd2HoGaO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ho,3,Ga,0.16,0.16,-2.42,1.00,579.80,0.88,-1.37,0.29,1.52,0.98,2.67,1.30,31.31,2.24,0.54,0.00,0.10,0.893
Nd2HoInO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ho,3,In,0.13,0.13,-2.39,11.25,569.55,0.88,-1.37,0.28,1.51,0.80,2.85,2.22,34.83,1.65,0.61,0.00,0.04,0.857
Nd2HoLuO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ho,3,Lu,0.22,0.22,-2.04,28.65,552.15,0.28,-1.97,0.02,1.25,0.14,3.51,4.79,27.83,1.77,0.63,0.00,0.01,0.845
Nd2HoTmO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Ho,3,Tm,0.11,0.11,-2.15,7.75,588.55,0.16,-2.09,0.01,1.24,0.02,3.63,33.20,65.81,1.70,0.64,0.00,0.01,0.842
Nd2InGaO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,In,3,Ga,0.03,0.03,-2.55,10.25,568.55,0.00,-0.49,0.02,1.80,0.18,1.87,3.52,33.52,2.30,0.51,0.00,0.06,0.914
Nd2KNbO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,K,1,Nb,1.14,1.14,-3.47,122.50,541.30,1.86,-2.65,0.39,1.21,0.47,3.22,18.90,67.30,1.77,0.72,0.00,0.26,0.800
Nd2LiIrO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Li,1,Ir,1.39,1.39,-4.27,178.90,699.10,0.07,-1.02,0.61,1.59,0.51,2.12,45.70,105.30,0.00,0.48,0.00,0.07,0.934
Nd2LiOsO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Li,1,Os,1.58,1.58,-4.46,159.60,679.80,0.06,-1.15,0.61,1.59,0.52,2.13,23.20,82.80,0.09,0.48,0.00,0.07,0.933
Nd2LiRuO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Li,1,Ru,0.36,0.36,-3.23,95.45,615.65,0.25,-0.84,0.61,1.59,0.50,2.11,20.70,80.30,0.01,0.47,0.00,0.07,0.935
Nd2LuGaO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Lu,3,Ga,0.38,0.38,-2.20,27.65,551.15,0.60,-1.10,0.27,1.54,0.84,2.53,3.48,26.52,2.40,0.53,0.00,0.09,0.901
Nd2LuInO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Lu,3,In,0.35,0.35,-2.17,17.40,540.90,0.60,-1.10,0.26,1.53,0.66,2.71,7.00,30.04,1.82,0.59,0.00,0.02,0.865
Nd2LuTlO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Lu,3,Tl,0.27,0.27,-2.09,32.90,556.40,0.57,-1.13,0.18,1.45,0.57,2.80,3.92,26.96,1.28,0.62,0.00,0.01,0.848
Nd2MgIrO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Mg,2,Ir,0.48,0.48,-5.18,70.15,807.85,0.19,-1.14,0.45,1.76,0.30,2.33,95.50,55.50,0.02,0.48,0.00,0.03,0.930
Nd2MgPtO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Mg,2,Pt,0.29,0.29,-4.99,65.35,803.05,0.32,-1.01,0.48,1.80,0.34,2.37,122.65,82.65,1.69,0.48,0.00,0.03,0.930
Nd2MgSnO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Mg,2,Sn,0.51,0.51,-4.20,14.55,723.15,0.39,-0.93,0.32,1.64,0.07,1.95,73.65,33.65,2.57,0.50,0.00,0.01,0.916
Nd2MgTiO6,Nd,3,Nd,3,0.00,-2.98,0.00,529.70,0.00,-2.88,0.00,1.14,0.00,3.99,0.00,9.40,Mg,2,Ti,0.17,0.17,-4.54,39.85,697.85,1.45,-2.78,0.11,1.43,0.28,2.30,23.80,-16.20,2.66,0.47,0.00,0.04,0.935
